#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:impatiens" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:impatiens" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:impatiens">
#                <taxonset id="TaxonSet.impatiens" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:impatiens" name="distribution" x="@birthRate.t:impatiens">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:impatiens" name="distribution">
#            <parameter id="gammaShape.s:impatiens" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:impatiens" name="distribution">
#            <parameter id="kappa.s:impatiens" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:impatiens" name="distribution">
#            <parameter id="ucldStdev.c:impatiens" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.03" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.04" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@impatiens" id="treeLikelihood.impatiens" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:impatiens">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:impatiens" shape="@gammaShape.s:impatiens" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:impatiens" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:impatiens" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:impatiens" kappa="@kappa.s:impatiens" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:impatiens" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:impatiens" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:impatiens" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:impatiens">
#                <LogNormal S="@ucldStdev.c:impatiens" id="LogNormalDistributionModel.c:impatiens" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.05" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="94" id="rateCategories.c:impatiens" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:impatiens" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	gammaShape	kappa	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
397000	-1762.0652667472118	-1944.5688888281647	182.50362208095294	-1944.5688888281647	0.0245945259020176	190.55049398904416	117.844217355367	0.1410279872070009	13.223161132683844	1.2587789991744578	1.6832378022474983	4.452493267381777	2.1292659707804305	0.25744095049171395	0.2828544083608097	0.18650433376543624	0.2732003073820403	
398000	-1752.339019278545	-1944.236408421338	191.89738914279286	-1944.236408421338	0.021716930328435136	199.94445665054522	220.45505661223945	0.1410279872070009	13.223161132683844	1.2588445436452018	1.7500151558372221	4.311187312816184	2.140855836348345	0.25744095049171395	0.2828544083608097	0.18650433376543624	0.2732003073820403	
399000	-1753.73435571801	-1940.2753478168456	186.54099209883557	-1940.2753478168456	0.032947536198787326	194.7005114183529	169.4440006466979	0.1410279872070009	13.223161132683844	1.2965947181578334	1.751774314609816	3.564764422966929	1.902175870222061	0.25744095049171395	0.2828544083608097	0.18650433376543624	0.2732003073820403	
400000	-1764.8270435688542	-1956.009106931933	191.1820633630789	-1956.009106931933	0.02522175939547927	199.201862692207	237.7673970426908	0.1410279872070009	13.223161132683844	1.24971116423399	2.2271505187945904	2.9848683258248947	1.6493128840699194	0.25744095049171395	0.2828544083608097	0.18650433376543624	0.2732003073820403	
401000	-1764.1036074441174	-1954.8845776657088	190.7809702215913	-1954.8845776657088	0.03259002574899354	198.03052621525035	210.09797331323918	0.15358678066471057	13.223161132683844	0.9914608621393556	2.106376867953605	1.6751006094446237	1.2210976986151274	0.25744095049171395	0.2828544083608097	0.18650433376543624	0.2732003073820403	
402000	-1760.5993399016718	-1950.201797930953	189.60245802928134	-1950.201797930953	0.026032158405753965	197.3598129401021	159.44502927356965	0.15358678066471057	13.223161132683844	1.1580769341384431	1.8912932955491408	2.470781477566387	1.7088691011340387	0.25744095049171395	0.2828544083608097	0.18650433376543624	0.2732003073820403	
403000	-1773.2284229110046	-1949.8860740748996	176.65765116389497	-1949.8860740748996	0.03337595020129635	184.74263637602726	160.43215516013285	0.15358678066471057	13.223161132683844	1.2673457174911882	1.7024707908660786	2.5671334993017445	1.884198372815378	0.26374193290444337	0.2828544083608097	0.1802033513527068	0.2732003073820403	
404000	-1747.8512528607191	-1938.9025276245109	191.05127476379175	-1938.9025276245109	0.031244016409714043	198.11656831481523	189.12733084382518	0.15358678066471057	10.281219919028613	1.090086282280322	1.6052007140187992	1.633656299092634	1.425382602454656	0.26374193290444337	0.2828544083608097	0.1802033513527068	0.2732003073820403	
405000	-1746.282771369324	-1935.7360918958175	189.4533205264933	-1935.7360918958175	0.030432836508100247	197.25311302942566	153.72980566502108	0.15358678066471057	10.281219919028613	1.334960980878799	2.032091670328161	2.595922749338395	1.833848608689802	0.26374193290444337	0.2828544083608097	0.1802033513527068	0.2732003073820403	
406000	-1753.3649354223244	-1943.7738248973453	190.4088894750209	-1943.7738248973453	0.028311763927357913	197.7291242421617	182.9404981589406	0.15358678066471057	10.281219919028613	1.174355768593981	1.7510007983416087	2.204668824913363	1.4958620304589785	0.26374193290444337	0.2828544083608097	0.1802033513527068	0.2732003073820403	
407000	-1753.8873618209109	-1944.6277304474922	190.74036862658124	-1944.6277304474922	0.02574704250360596	197.88754557658982	190.20059313198604	0.15358678066471057	10.281219919028613	1.11705978534099	1.6707977707879609	2.3640432453639786	1.5795023634411705	0.26374193290444337	0.2651734407427898	0.1802033513527068	0.2908812750000602	
408000	-1766.7215834140763	-1951.2174054187465	184.49582200467015	-1951.2174054187465	0.02806032018001797	192.20768587168723	178.57948575214272	0.15358678066471057	10.281219919028613	1.3053279502461692	1.672112221342689	3.8555485461159895	1.832874935290416	0.26374193290444337	0.2651734407427898	0.1802033513527068	0.2908812750000602	
409000	-1756.1089420782055	-1944.779218147109	188.67027606890366	-1944.779218147109	0.02778946938547531	196.9482044403264	197.98789872278803	0.15358678066471057	15.089097015634016	1.2411254514648593	2.000673032014327	2.807686621279556	1.5466134579485078	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
410000	-1747.196672565371	-1940.174932237605	192.97825967223395	-1940.174932237605	0.023869762033828235	201.8104937447123	252.40994931978184	0.15358678066471057	15.089097015634016	1.4281371111042842	2.2709098086984163	5.394773857170562	2.0573887007890357	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
411000	-1760.0312321597355	-1942.5853186040074	182.5540864442718	-1942.5853186040074	0.025894568187269082	191.38669971739102	148.8189328378251	0.15358678066471057	15.089097015634016	1.4282660536360061	2.011130713546906	5.551195154193316	2.127311112225825	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
412000	-1762.2305028372627	-1946.1401995112174	183.90969667395456	-1946.1401995112174	0.024572925653265815	193.06628667710098	192.64857358136663	0.15358678066471057	15.089097015634016	1.5388774823085467	1.9353981532884255	6.292478517785908	2.197834659001597	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
413000	-1743.313388492655	-1933.6688101228046	190.3554216301497	-1933.6688101228046	0.018375121618947356	199.46105901054855	185.72397148854077	0.12212998360070511	15.089097015634016	1.5321969790178205	1.9434208788430014	5.901706188106499	2.2207600795742453	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
414000	-1747.2829916865815	-1942.8107014732159	195.52770978663446	-1942.8107014732159	0.023739030674941677	204.25124891086836	209.16562902502375	0.12212998360070511	15.089097015634016	1.4019001013959567	2.309992420724893	4.299255840712031	2.0752688657442357	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
415000	-1749.4808394204324	-1938.6212480178274	189.14040859739495	-1938.6212480178274	0.02235757305087588	198.1891522665309	195.812890651636	0.12212998360070511	15.089097015634016	1.5127188106935205	2.0300605938316854	5.192211999654568	2.2973207831452487	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
416000	-1753.6491638025554	-1937.0463535395822	183.39718973702682	-1937.0463535395822	0.02492466358063803	192.48390143733556	198.3184078564175	0.12212998360070511	15.089097015634016	1.5257147103933888	2.2104169554741886	5.35316239761393	2.30532793127587	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
417000	-1768.6810559836147	-1945.2744394742317	176.59338349061707	-1945.2744394742317	0.025731480361291602	185.72520186718214	130.76975427038448	0.12212998360070511	15.089097015634016	1.5411689307600274	2.016989979151411	5.562217209389512	2.348226755492907	0.2536880088873597	0.27522736475987347	0.17595186250088662	0.29513276385188036	
418000	-1760.174394192682	-1945.1609512563807	184.98655706369863	-1945.1609512563807	0.021459537663733413	194.15452965920534	195.25979910276664	0.12212998360070511	16.206267084566136	1.501713518487944	1.748328008776329	4.701852221246925	2.076526311867078	0.26344455143954015	0.2729195392745313	0.1685031454340484	0.29513276385188036	
419000	-1766.0446279689022	-1940.935429479634	174.89080151073185	-1940.935429479634	0.03172961760662716	183.77035111281182	124.40406041393028	0.11301990409906608	16.206267084566136	1.4065542224849146	1.7533307124944837	3.6540833463726217	2.0958989240136945	0.26344455143954015	0.2729195392745313	0.1685031454340484	0.29513276385188036	
420000	-1749.0914369418772	-1931.958192388718	182.8667554468409	-1931.958192388718	0.02761107950444877	191.6830131803923	148.4112465725201	0.11301990409906608	16.206267084566136	1.3850872342355571	1.710420069368483	3.469721637815582	1.9734547104643319	0.2569694514704074	0.28188103328554404	0.1685031454340484	0.29264636981000036	
421000	-1754.2489146201328	-1937.5232003295023	183.27428570936948	-1937.5232003295023	0.030288863965086475	191.96462425555785	137.3099408618589	0.11301990409906608	15.639119248141037	1.3681554857105096	1.9976663498433538	3.2976356377738685	2.0168392263736483	0.2569694514704074	0.28188103328554404	0.1685031454340484	0.29264636981000036	
422000	-1731.5609897592956	-1933.7952265907495	202.23423683145396	-1933.7952265907495	0.02190234824306862	211.00681173280137	210.5802522720895	0.11532709776079264	15.639119248141037	1.3952344099567278	2.2843986538332013	3.715827494901214	1.8317683853128035	0.25625228881150647	0.28188103328554404	0.1685031454340484	0.2933635324689013	
423000	-1755.0545367563002	-1935.5978779356954	180.5433411793951	-1935.5978779356954	0.032707589069588365	189.70469527895145	203.700815538589	0.11532709776079264	15.639119248141037	1.5277551887802883	2.1492975449187854	4.285648813116746	2.1827898182119765	0.25625228881150647	0.26742261812538815	0.1829615605942043	0.2933635324689013	
424000	-1764.1715491561497	-1941.566495201499	177.39494604534937	-1941.566495201499	0.03170278873153992	186.5546011725568	191.7345845653637	0.12840841951031853	15.639119248141037	1.5226940404208178	1.9054942790708773	3.8797433764561133	2.077992302296894	0.25625228881150647	0.26742261812538815	0.1829615605942043	0.2933635324689013	
425000	-1749.0609233436735	-1937.7579931581072	188.69706981443377	-1937.7579931581072	0.033941571938497936	196.35615300134754	181.53085973727667	0.12840841951031853	13.290456810361615	1.1304961440142796	1.94157452286964	1.9095228783735334	1.3843682561991815	0.25625228881150647	0.26742261812538815	0.1829615605942043	0.2933635324689013	
426000	-1749.1554940608603	-1938.302967175774	189.14747311491377	-1938.302967175774	0.02749081080834626	197.4852141032312	204.43730070674332	0.12840841951031853	13.290456810361615	1.3575011873615788	2.2429875584053542	3.106314874107813	1.884067501106399	0.25625228881150647	0.2888763323716608	0.1829615605942043	0.2719098182226286	
427000	-1758.8822650636812	-1941.5951505945598	182.71288553087865	-1941.5951505945598	0.029938279503102277	190.74277682626226	175.22612386757135	0.12840841951031853	13.290456810361615	1.2538927561722586	1.879006339511883	2.636468520941263	1.6923064277296072	0.25625228881150647	0.2888763323716608	0.1829615605942043	0.2719098182226286	
428000	-1771.4699973257907	-1947.2366769003984	175.7666795746077	-1947.2366769003984	0.036451613274883776	183.51185856276288	124.9977840302025	0.12840841951031853	13.290456810361615	1.1589981548688868	2.0320640139342374	2.6284629950364846	1.7891671771246993	0.25625228881150647	0.2888763323716608	0.1829615605942043	0.2719098182226286	
429000	-1757.9110241047028	-1942.8322240382568	184.92119993355385	-1942.8322240382568	0.03654599762629583	192.0568578092874	223.596115496764	0.15332255896479124	12.837770993281266	0.9738423554420714	1.913632282151537	2.018003408402472	1.32700640315699	0.25625228881150647	0.2888763323716608	0.1829615605942043	0.2719098182226286	
430000	-1754.512014005376	-1955.7061819124806	201.19416790710457	-1955.7061819124806	0.024692465171790193	208.19627741881592	203.4931132935785	0.15332255896479124	12.837770993281266	0.9307903145983489	1.7483900916823079	1.500314711797292	1.297413416157291	0.25625228881150647	0.2888763323716608	0.1829615605942043	0.2719098182226286	
431000	-1769.2966339057373	-1953.5006136216653	184.20397971592794	-1953.5006136216653	0.03107327746176937	191.30809536889012	188.14237276173793	0.15332255896479124	12.837770993281266	0.963646873534168	1.6016580007501842	1.4987410947418507	1.311433589446439	0.25625228881150647	0.2888763323716608	0.1829615605942043	0.2719098182226286	
432000	-1755.693162792397	-1949.234798955626	193.5416361632289	-1949.234798955626	0.02514222413520741	201.4849090737481	231.87631283501776	0.0748804146300934	12.837770993281266	1.2660845109824541	1.9544901365330816	3.316309129956479	1.9482299261866565	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
433000	-1756.0846325346088	-1945.2577516556587	189.1731191210499	-1945.2577516556587	0.030887484521029348	196.94691123222097	153.07318042776382	0.17784118171538899	12.837770993281266	1.17514479944599	1.674907821451342	3.0229205359878777	1.7531364648050105	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
434000	-1764.17339321745	-1951.3153842765123	187.1419910590624	-1951.3153842765123	0.02568419474532467	195.13308169493982	164.02163851132403	0.17784118171538899	12.837770993281266	1.2476099327396726	1.6279945517496452	5.26516418102098	2.040663873926073	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
435000	-1762.4738962032375	-1956.328973210204	193.85507700696644	-1956.328973210204	0.024370072101598448	201.07000447024032	198.78295127559358	0.17784118171538899	12.837770993281266	0.9915783368937647	1.5566875851840374	2.054412617873535	1.3891116428104433	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
436000	-1771.458421327209	-1957.8050106900807	186.3465893628718	-1957.8050106900807	0.031350614460991966	193.87177278868757	161.84684431101158	0.17784118171538899	15.881125399665104	0.9500851902484756	1.8025431292400456	1.6476575777329119	1.270368020546604	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
437000	-1772.355742029016	-1951.958088202516	179.6023461734999	-1951.958088202516	0.03381614773806916	188.00730560218642	160.99500616831747	0.17784118171538899	15.881125399665104	1.2393399575816804	1.836522107572989	6.164405773020798	1.998769495792537	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
438000	-1772.5384323489595	-1951.6024357412616	179.064003392302	-1951.6024357412616	0.04334032127133896	186.36223455722907	134.01011893173197	0.17784118171538899	15.881125399665104	0.8774049475839334	1.7151943222775623	1.5352719930848724	1.3178116936578845	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
439000	-1780.2124696030094	-1964.805573458735	184.5931038557255	-1964.805573458735	0.035070059285955774	192.18451719744778	157.2887931948993	0.16607292816281932	15.881125399665104	0.9752721928404894	1.749455308794751	2.2700295235578847	1.4725364260662919	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
440000	-1758.9230305372778	-1947.7596318943947	188.8366013571169	-1947.7596318943947	0.03336341686156048	196.8576395519042	176.752456082013	0.16607292816281932	15.881125399665104	1.1156944608850579	2.1657933064590886	3.3010291930791866	1.645092949240911	0.2487666040391181	0.2888763323716608	0.17883899794923452	0.2835180656399867	
441000	-1757.297173943397	-1944.318634001762	187.02146005836494	-1944.318634001762	0.032558888469395905	194.1528665810746	121.90600633318394	0.16607292816281932	11.587866591214949	1.0335840459649293	1.9336969836454168	2.139558426675623	1.4928048951714812	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
442000	-1766.889717668244	-1949.1057619493336	182.2160442810897	-1949.1057619493336	0.029572139768716775	190.5631799038003	202.03183352582712	0.16607292816281932	11.587866591214949	1.4396123003986556	1.8441708318251486	4.837518023619408	2.330984783404892	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
443000	-1759.894571136075	-1942.5279326776326	182.6333615415577	-1942.5279326776326	0.033024612321530644	190.32543243326523	126.46540666753364	0.16607292816281932	10.046777067565923	1.3087806383200231	2.1645851776290725	3.569450800445346	1.874987978485525	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
444000	-1762.376109437087	-1949.1665762745715	186.7904668374844	-1949.1665762745715	0.027437156619269615	193.8587137872309	281.82799512582574	0.16607292816281932	9.492491759008923	1.1350028268558425	1.9516828650616707	2.4417290714676096	1.4260308715289327	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
445000	-1761.847702027645	-1956.168779488853	194.321077461208	-1956.168779488853	0.02563484815297411	201.44205493522583	226.00618852891455	0.16607292816281932	9.492491759008923	1.152457272653908	1.8876815374815346	2.577597019237895	1.4889412432999762	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
446000	-1737.8587078944747	-1945.8109541098106	207.95224621533586	-1945.8109541098106	0.01928589707706269	215.40238249930164	242.05769011499333	0.16607292816281932	9.492491759008923	1.2621735397402172	2.0134010934579827	3.136131069512505	1.6853101365596719	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
447000	-1746.967672029046	-1939.9759136655575	193.0082416365114	-1939.9759136655575	0.0265916054211815	200.13854367824206	243.50545500955798	0.16607292816281932	9.492491759008923	1.1555474911703434	1.9687335242009525	2.415839618813219	1.523983071087921	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
448000	-1756.5563427196375	-1940.2795765095093	183.72323378987164	-1940.2795765095093	0.02549444171870019	191.5046295608585	115.11094002679164	0.08301230500952173	9.492491759008923	1.4019371211722635	1.8898909478529518	4.648548209760407	2.1386929900794476	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
449000	-1768.4214501596175	-1948.2847301406941	179.86327998107663	-1948.2847301406941	0.029350885038667316	187.50275053108393	151.2511985169258	0.08301230500952173	9.492491759008923	1.353870074902592	1.5905926293119592	3.7636392625705417	2.2540326412956295	0.284165044632363	0.25347789177841595	0.17883899794923452	0.2835180656399867	
450000	-1773.6658280163101	-1947.6722400335689	174.00641201725873	-1947.6722400335689	0.03425374346886225	181.4145235929942	147.29366213991457	0.08678785219185514	9.492491759008923	1.2746708956798554	1.670345942716335	3.0974884496820696	2.1799361530043337	0.284165044632363	0.25347789177841595	0.19638170354679468	0.26597536004242656	
451000	-1755.2147196906533	-1945.9203156545404	190.7055959638871	-1945.9203156545404	0.026935199458284133	198.71673741496687	251.85398668195157	0.08678785219185514	11.988022080923368	1.3303198250049026	2.3573473078456972	3.517993040607047	2.2916306981822685	0.284165044632363	0.25347789177841595	0.18612829076383502	0.2762287728253862	
452000	-1749.7452659732849	-1943.0175706706398	193.27230469735497	-1943.0175706706398	0.02758053724626808	201.12448819192664	248.60211199589992	0.021978473260147992	13.950561192230813	1.1972041635876687	2.041748393834345	2.7359173339666634	1.8034169509633977	0.284165044632363	0.25347789177841595	0.18612829076383502	0.2762287728253862	
453000	-1754.300881734638	-1948.6991634589813	194.39828172434306	-1948.6991634589813	0.0275064968307637	202.20406940397854	201.9113672937811	0.021978473260147992	13.950561192230813	1.1817674496033164	1.9903653959820773	3.2357758084230124	1.7584329127423595	0.284165044632363	0.25347789177841595	0.18612829076383502	0.2762287728253862	
454000	-1747.6163703785098	-1944.5229400558117	196.90656967730192	-1944.5229400558117	0.02391717321491469	205.5220646861105	260.072853630881	0.030037422163509343	13.950561192230813	1.45174028068237	2.44913226870902	4.474660333383847	2.127525693174755	0.284165044632363	0.254457097220989	0.18514908532126195	0.2762287728253862	
455000	-1754.8052958589321	-1953.8925785220915	199.08728266315933	-1953.8925785220915	0.02204286093911108	206.976463150104	195.98845734243088	0.07984236174825464	13.950561192230813	1.19025818432584	2.1843636587124555	2.4998686537344024	1.5066512607976976	0.284165044632363	0.254457097220989	0.18514908532126195	0.2762287728253862	
456000	-1755.630909328992	-1951.9886306283274	196.35772129933545	-1951.9886306283274	0.030750998329007413	204.55746004786653	251.1036600002108	0.10432981353457332	13.950561192230813	1.285916907623079	2.576239774242034	3.3632615700084867	1.7812733581597893	0.284165044632363	0.27967133589756926	0.1599348466446817	0.2762287728253862	
457000	-1775.5516259227554	-1957.191903538753	181.6402776159976	-1957.191903538753	0.029523354015637947	191.38610998943759	131.5791123375666	0.10432981353457332	21.674138628394566	1.4831611054332092	2.562110914506913	7.183052051528917	2.4263686829476865	0.284165044632363	0.27967133589756926	0.1599348466446817	0.2762287728253862	
458000	-1763.8274198881302	-1944.067794227961	180.24037433983077	-1944.067794227961	0.027631585716360593	190.2112172379927	163.43919338473304	0.10432981353457332	21.674138628394566	1.560190160842092	2.1464766483176403	6.084051147529658	2.375587254248881	0.284165044632363	0.27967133589756926	0.1599348466446817	0.2762287728253862	
459000	-1768.7981164976575	-1942.9037693826488	174.1056528849912	-1942.9037693826488	0.03126071720731727	184.44944565553038	131.84336673776522	0.10432981353457332	21.674138628394566	1.6887025379238862	1.7370009777022035	7.219777804417969	2.932049849805246	0.284165044632363	0.27967133589756926	0.1599348466446817	0.2762287728253862	
460000	-1774.547030693173	-1934.378214641095	159.831183947922	-1934.378214641095	0.04282991848268403	170.24880964388575	119.1720468683803	0.10432981353457332	21.674138628394566	1.7142584029625234	1.7841069149663624	7.272581253979742	2.9309255435593293	0.28441209229598596	0.27967133589756926	0.1599348466446817	0.2759817251617632	
461000	-1777.0434046966411	-1955.895103259227	178.85169856258588	-1955.895103259227	0.02765667884922206	188.90519311869224	158.17466504038407	0.10432981353457332	21.674138628394566	1.5885837599065167	1.573401209922877	5.828356224804751	2.794545793008999	0.28441209229598596	0.27967133589756926	0.1599348466446817	0.2759817251617632	
462000	-1781.7220310563469	-1957.055502535415	175.33347147906812	-1957.055502535415	0.03221334105327838	185.70948685674148	127.71344162525429	0.10432981353457332	25.10910163569834	1.5793084145567493	1.715218203462906	8.251527732211882	2.8041366629510533	0.28441209229598596	0.27967133589756926	0.1599348466446817	0.2759817251617632	
463000	-1779.8352640843148	-1942.430882479902	162.59561839558725	-1942.430882479902	0.05157626902913559	172.36925570896855	136.73091761262665	0.10432981353457332	20.7720351811645	1.526322852535381	2.2598399778781753	5.6574207870167745	2.6103661122531703	0.28441209229598596	0.27967133589756926	0.1599348466446817	0.2759817251617632	
464000	-1770.7920570774304	-1944.854351422087	174.06229434465655	-1944.854351422087	0.031752389829912235	182.70817638072754	139.98185114589458	0.07325446010996972	12.788247606963221	1.5073090303196035	1.724934164403048	5.425606331259853	2.5722211680446585	0.28441209229598596	0.27967133589756926	0.1599348466446817	0.2759817251617632	
465000	-1742.7386744519736	-1935.3292211007831	192.59054664880955	-1935.3292211007831	0.020763890177926285	201.45361595824093	232.7589919091473	0.07325446010996972	12.788247606963221	1.5817742706788915	2.0360369373177223	6.214306619208645	2.5801274166952712	0.28441209229598596	0.26153696418864275	0.17806921835360823	0.2759817251617632	
466000	-1735.2946982666174	-1935.1542468370053	199.8595485703879	-1935.1542468370053	0.020107832113278986	208.4536352376919	227.7291231569597	0.09386872208239483	12.788247606963221	1.4825660045242537	1.9730415915173143	4.782019844170747	2.2219603279822606	0.293833981683043	0.26153696418864275	0.18792146708310872	0.2567075870452057	
467000	-1743.723501164974	-1936.470252686598	192.7467515216239	-1936.470252686598	0.023249738353342018	201.60970765731935	193.03953884807336	0.09386872208239483	12.788247606963221	1.5746519528950298	2.3919605439542906	5.987473775328303	2.275523843679919	0.293833981683043	0.26153696418864275	0.18792146708310872	0.2567075870452057	
468000	-1759.5940051000455	-1944.1568675605959	184.5628624605503	-1944.1568675605959	0.02980277389820739	193.19194310985557	203.29379260296207	0.14024023474120909	13.635965936596072	1.4346849755773659	2.031153916947118	4.477130301636501	2.163108120388462	0.293833981683043	0.26153696418864275	0.18792146708310872	0.2567075870452057	
469000	-1758.1517222569444	-1937.8603802112698	179.70865795432545	-1937.8603802112698	0.03816451659468481	187.95745663376402	183.21035793439106	0.14024023474120909	13.635965936596072	1.3059813450220041	2.073750416129145	3.297985888440246	1.8025442425815357	0.293833981683043	0.26153696418864275	0.18792146708310872	0.2567075870452057	
470000	-1746.91416753048	-1939.9047909478286	192.9906234173485	-1939.9047909478286	0.01939325378435344	202.25733398824596	190.37543910394882	0.04027462399066314	13.425113755216197	1.6987333892207006	2.025038011085043	6.971574729997162	2.838044888050639	0.293833981683043	0.26153696418864275	0.18792146708310872	0.2567075870452057	
471000	-1759.1703475453373	-1944.427639013449	185.2572914681116	-1944.427639013449	0.02805452648175467	195.1589936983209	202.84574796859084	0.04027462399066314	18.116878275939328	1.6987922490256797	2.1606200914724094	6.98253465056546	2.853951162474963	0.3002432573704831	0.26619501710873333	0.18792146708310872	0.24564025843767504	
472000	-1736.5289704526797	-1932.2727076591636	195.743737206484	-1932.2727076591636	0.02647036294291473	205.50178195445238	186.70173946392669	0.04027462399066314	18.116878275939328	1.649144621481227	2.610149923912505	6.465416432531104	2.647114391928212	0.3002432573704831	0.26619501710873333	0.18792146708310872	0.24564025843767504	
473000	-1739.7720837045872	-1942.9369653341246	203.16488162953738	-1942.9369653341246	0.030325699558347442	212.04272432788827	248.67071973518063	0.02565471560578105	18.116878275939328	1.3533368445230056	2.5816902106429325	3.560721819062535	2.0700828508299085	0.3002432573704831	0.26619501710873333	0.18792146708310872	0.24564025843767504	
474000	-1761.455623389128	-1939.9233786371947	178.46775524806668	-1939.9233786371947	0.02907591973226078	187.79231540132966	120.60377673827972	0.009863081558937236	18.116878275939328	1.5106356408673773	1.8442812364669916	3.22252997925419	2.451933379471522	0.3101385084346258	0.26619501710873333	0.178026216018966	0.24564025843767504	
475000	-1764.6173939210473	-1943.4551118714498	178.83771795040258	-1943.4551118714498	0.029493204549523897	188.3966734433403	180.1377560729437	0.009863081558937236	20.457208553000953	1.4971955283963592	1.8129845474325657	3.4046756938146734	2.4088754639522647	0.3101385084346258	0.26619501710873333	0.178026216018966	0.24564025843767504	
