#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:impatiens" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:impatiens" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:impatiens" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:impatiens" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:impatiens">
#                    <taxonset id="TaxonSet.impatiens" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:impatiens" name="distribution">
#            <parameter id="gammaShape.s:impatiens" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:impatiens" name="distribution">
#            <parameter id="kappa.s:impatiens" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:impatiens" name="distribution" x="@popSize.t:impatiens">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@impatiens" id="treeLikelihood.impatiens" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:impatiens">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:impatiens" shape="@gammaShape.s:impatiens" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:impatiens" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:impatiens" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:impatiens" kappa="@kappa.s:impatiens" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:impatiens" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:impatiens" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:impatiens" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:impatiens" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape	kappa	popSize	CoalescentConstant	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
701000	-1842.6434133147534	-1949.4494091242857	106.80599580953225	-1949.4494091242857	0.24958238113258582	0.11265063753691729	14.389375561366876	0.035336382945599744	108.2730770789844	0.311149048285039	0.25017471308526174	0.17876864569670536	0.25990759293299415	
702000	-1842.6412449025643	-1947.7964411893977	105.1551962868333	-1947.7964411893977	0.18525785551784651	0.11265063753691729	17.193121966174083	0.03623645111038596	107.02545749499866	0.311149048285039	0.25017471308526174	0.17876864569670536	0.25990759293299415	
703000	-1848.9594341822522	-1949.5170957867776	100.55766160452545	-1949.5170957867776	0.23259648142145095	0.11265063753691729	17.193121966174083	0.04229839296511222	102.58260635769088	0.311149048285039	0.25017471308526174	0.17876864569670536	0.25990759293299415	
704000	-1842.9198660476582	-1949.697179164371	106.77731311671288	-1949.697179164371	0.1565548670844679	0.04331020253034975	16.01273467273569	0.04038987185443426	108.53327893028948	0.311149048285039	0.25017471308526174	0.17876864569670536	0.25990759293299415	
705000	-1835.3406498343145	-1940.9209595950947	105.58030976078012	-1940.9209595950947	0.18058183297137037	0.04331020253034975	16.01273467273569	0.026038808064879886	106.89728456054637	0.311149048285039	0.2544703951904443	0.16993892252839357	0.26444163399612336	
706000	-1836.0839274400203	-1946.783745727281	110.69981828726083	-1946.783745727281	0.20987989660192047	0.10517816081815809	16.01273467273569	0.03925992587790677	112.4892773031268	0.2803751961060962	0.2544703951904443	0.16993892252839357	0.29521548617506616	
707000	-1831.5889430130112	-1946.4178437924256	114.82890077941438	-1946.4178437924256	0.2014105233394202	0.10517816081815809	16.01273467273569	0.03039156962788677	116.36232074949493	0.2803751961060962	0.2544703951904443	0.16993892252839357	0.29521548617506616	
708000	-1842.9845614215917	-1952.853165187709	109.86860376611739	-1952.853165187709	0.19004259151378503	0.16330585903553627	16.01273467273569	0.036741304049403616	111.64988775248699	0.2803751961060962	0.2544703951904443	0.16993892252839357	0.29521548617506616	
709000	-1834.2585643642951	-1942.840917605225	108.58235324092989	-1942.840917605225	0.1939789552234713	0.08316847916127627	16.01273467273569	0.041636564468537536	110.40857700905674	0.26568651704019575	0.2544703951904443	0.18462760159429403	0.29521548617506616	
710000	-1830.8479613347315	-1939.3742617037635	108.52630036903197	-1939.3742617037635	0.2711856059383947	0.08303293134423631	16.01273467273569	0.0315705641662359	110.07563502729508	0.26568651704019575	0.26540690977562786	0.1824245714027589	0.2864820017814177	
711000	-1833.6528961458393	-1943.8041700908657	110.15127394502623	-1943.8041700908657	0.16045352455707468	0.11886329365978744	14.298443463081133	0.03234332014426058	111.52297433188036	0.26568651704019575	0.26540690977562786	0.1824245714027589	0.2864820017814177	
712000	-1849.7532101061724	-1952.8115545680532	103.05834446188067	-1952.8115545680532	0.1534775631452317	0.11886329365978744	15.312359247273685	0.03720230042907197	104.71281071052708	0.26568651704019575	0.26540690977562786	0.1824245714027589	0.2864820017814177	
713000	-1853.9912163062584	-1949.956965819367	95.96574951310878	-1949.956965819367	0.18945218107677217	0.11886329365978744	15.312359247273685	0.06105348186419369	98.11559539481982	0.26568651704019575	0.26540690977562786	0.1824245714027589	0.2864820017814177	
714000	-1855.6204781816966	-1952.214594792465	96.59411661076847	-1952.214594792465	0.2205311962175008	0.11886329365978744	15.312359247273685	0.03955755295728896	98.30996890890874	0.2667650477730041	0.26540690977562786	0.18134604066995055	0.2864820017814177	
715000	-1858.921620027065	-1958.926382703423	100.00476267635813	-1958.926382703423	0.19642084139585675	0.11886329365978744	13.913694087031962	0.03168407450972607	101.29984881065864	0.2667650477730041	0.26540690977562786	0.18134604066995055	0.2864820017814177	
716000	-1846.9388341424342	-1953.5339642585093	106.5951301160751	-1953.5339642585093	0.17716123403026365	0.11886329365978744	13.913694087031962	0.03566515173991963	108.00857614743488	0.2667650477730041	0.26540690977562786	0.18134604066995055	0.2864820017814177	
717000	-1827.5764958936516	-1946.8226229713025	119.24612707765107	-1946.8226229713025	0.11834742518082439	0.11886329365978744	13.913694087031962	0.024328260715763498	120.27703770571377	0.26360453172608345	0.26540690977562786	0.18450655671687122	0.2864820017814177	
718000	-1851.2349420683759	-1949.9602627884196	98.72532072004381	-1949.9602627884196	0.17318648199846998	0.11886329365978744	13.913694087031962	0.046397099952265965	100.40182963734375	0.26360453172608345	0.26540690977562786	0.18450655671687122	0.2864820017814177	
719000	-1857.368469292399	-1957.3484965397965	99.98002724739762	-1957.3484965397965	0.16529562330239972	0.11886329365978744	13.913694087031962	0.039365764613455326	101.49219572858257	0.26360453172608345	0.26540690977562786	0.18450655671687122	0.2864820017814177	
720000	-1860.195743248336	-1957.6741514904018	97.4784082420659	-1957.6741514904018	0.24431062907087475	0.118983317481949	15.34981692176296	0.04383177492470908	99.30213115837996	0.26360453172608345	0.26540690977562786	0.18450655671687122	0.2864820017814177	
721000	-1852.567002941355	-1954.4002628891578	101.83325994780282	-1954.4002628891578	0.25147726439453827	0.118983317481949	17.38602539644314	0.04237426240990284	103.89069767790238	0.26360453172608345	0.26540690977562786	0.18450655671687122	0.2864820017814177	
722000	-1844.7087218243037	-1948.7949950765462	104.08627325224265	-1948.7949950765462	0.221475472152865	0.118983317481949	17.38602539644314	0.04093462485837367	106.10914610151092	0.3001884880444654	0.26540690977562786	0.14792260039848926	0.2864820017814177	
723000	-1840.9158761704448	-1951.7029454803078	110.7870693098629	-1951.7029454803078	0.18710112876641602	0.118983317481949	17.31766666944949	0.0325458221918604	112.57200154806857	0.3001884880444654	0.26540690977562786	0.14792260039848926	0.2864820017814177	
724000	-1858.3692114687435	-1954.1483654138915	95.77915394514797	-1954.1483654138915	0.2897118230880707	0.118983317481949	17.31766666944949	0.04759237681294795	97.94410977084051	0.3001884880444654	0.26540690977562786	0.14792260039848926	0.2864820017814177	
725000	-1843.3191965185176	-1950.9601056070132	107.64090908849559	-1950.9601056070132	0.20178991620998535	0.118983317481949	17.31766666944949	0.03821522229522724	109.58642624240537	0.3001884880444654	0.26540690977562786	0.14792260039848926	0.2864820017814177	
726000	-1854.920019264554	-1953.3779716697334	98.4579524051793	-1953.3779716697334	0.32242773834955885	0.118983317481949	17.31766666944949	0.04241866110646038	100.5078240192972	0.3001884880444654	0.26540690977562786	0.14792260039848926	0.2864820017814177	
727000	-1859.5583852064406	-1955.350631848189	95.7922466417485	-1955.350631848189	0.26909162805807274	0.118983317481949	17.31766666944949	0.04104647861250285	97.80923491934993	0.3001884880444654	0.26540690977562786	0.14792260039848926	0.2864820017814177	
728000	-1833.6148944568313	-1948.1781135316253	114.56321907479409	-1948.1781135316253	0.21415092576028927	0.118983317481949	20.681950807936072	0.029397772712609203	116.6444380466964	0.3001884880444654	0.26540690977562786	0.14792260039848926	0.2864820017814177	
729000	-1853.3226278403774	-1948.698536243544	95.37590840316643	-1948.698536243544	0.3121761208375829	0.09011117471311414	20.681950807936072	0.05174227757994576	97.99361151440152	0.3001884880444654	0.26540690977562786	0.15667771922639612	0.27772688295351083	
730000	-1853.1844537880713	-1953.29423917354	100.10978538546865	-1953.29423917354	0.34799132053122855	0.09011117471311414	23.180837076858104	0.031410634368146284	102.4947265846976	0.3001884880444654	0.26540690977562786	0.15667771922639612	0.27772688295351083	
731000	-1862.4566283176284	-1959.9779336116726	97.52130529404408	-1959.9779336116726	0.29422091458986455	0.06657212131730476	23.180837076858104	0.05270042500718209	100.40018445032258	0.3001884880444654	0.26124205772391	0.16656243037470964	0.27200702385691516	
732000	-1843.566015892564	-1949.8379715792767	106.27195568671262	-1949.8379715792767	0.24767406711060233	0.07395479274535227	23.180837076858104	0.0425684625962175	108.9447076587163	0.3001884880444654	0.26124205772391	0.16656243037470964	0.27200702385691516	
733000	-1839.5346126752831	-1949.4566224612822	109.92200978599915	-1949.4566224612822	0.20935324978998876	0.07395479274535227	24.39255213820396	0.03935423351169282	112.63792646908331	0.3001884880444654	0.26124205772391	0.16656243037470964	0.27200702385691516	
734000	-1842.3786872096334	-1945.701248213867	103.32256100423358	-1945.701248213867	0.3072186238909581	0.07395479274535227	24.39255213820396	0.03371559921505074	105.88383474715525	0.2792983864358049	0.2821321593325705	0.16656243037470964	0.27200702385691516	
735000	-1856.581707089164	-1958.9355465605975	102.35383947143347	-1958.9355465605975	0.22027350652457095	0.04347439573262495	20.972064544646276	0.05611040408526244	105.03803502676666	0.2792983864358049	0.2821321593325705	0.16656243037470964	0.27200702385691516	
736000	-1850.1626935667923	-1948.9590522162428	98.79635864945041	-1948.9590522162428	0.3887515076251755	0.04347439573262495	20.972064544646276	0.045378716463053415	101.26827614813729	0.2792983864358049	0.2821321593325705	0.16656243037470964	0.27200702385691516	
737000	-1845.5856566153113	-1949.4187194717815	103.83306285647015	-1949.4187194717815	0.25880941418371195	0.04347439573262495	26.508132822743825	0.03524115399869387	106.61030162086348	0.2792983864358049	0.2821321593325705	0.16656243037470964	0.27200702385691516	
738000	-1845.338258241089	-1957.1863052872352	111.8480470461462	-1957.1863052872352	0.20772800815347683	0.02345174175778253	26.508132822743825	0.032693562032169644	114.53022678796107	0.28946011335050653	0.2719704324178689	0.16656243037470964	0.27200702385691516	
739000	-1850.9430641036497	-1950.5438849113402	99.60082080769054	-1950.5438849113402	0.3298485721026432	0.09747218561645778	26.508132822743825	0.040243910014948384	102.56480150303493	0.28946011335050653	0.2719704324178689	0.16656243037470964	0.27200702385691516	
740000	-1841.0362404560192	-1948.3635137937688	107.32727333774966	-1948.3635137937688	0.3218970925344376	0.09747218561645778	26.508132822743825	0.0398414728995054	110.28120374705563	0.28946011335050653	0.27803516087046826	0.16049770192211024	0.27200702385691516	
741000	-1843.9967174372807	-1948.4917199678905	104.49500253060984	-1948.4917199678905	0.40031276490029977	0.09747218561645778	26.508132822743825	0.03315720489736697	107.26528457283382	0.28946011335050653	0.27803516087046826	0.16049770192211024	0.27200702385691516	
742000	-1852.6339253030367	-1948.8331619203261	96.19923661728939	-1948.8331619203261	0.335915944970068	0.08661517867880114	26.508132822743825	0.03813917644081548	99.09864362413798	0.28946011335050653	0.27803516087046826	0.16049770192211024	0.27200702385691516	
743000	-1846.2500783983448	-1944.602340584839	98.35226218649426	-1944.602340584839	0.29854010152783533	0.08661517867880114	26.508132822743825	0.04709232629317284	101.46253725049749	0.28946011335050653	0.27803516087046826	0.16049770192211024	0.27200702385691516	
744000	-1855.3930139455645	-1947.0333240442126	91.64031009864811	-1947.0333240442126	0.4375302278421188	0.08661517867880114	26.508132822743825	0.048812593484537176	94.78646344138856	0.28946011335050653	0.27803516087046826	0.16049770192211024	0.27200702385691516	
745000	-1844.8849552874049	-1942.5330299217464	97.64807463434165	-1942.5330299217464	0.3427388265553801	0.08661517867880114	26.508132822743825	0.044831479122203616	100.70915018595731	0.27107246171424315	0.27803516087046826	0.17888535355837365	0.27200702385691516	
746000	-1846.2133001557957	-1945.522937332174	99.30963717637827	-1945.522937332174	0.3806956152807623	0.08661517867880114	26.508132822743825	0.04194613947391371	102.30418857817942	0.27107246171424315	0.27803516087046826	0.17888535355837365	0.27200702385691516	
747000	-1837.5913154863672	-1951.3826097136434	113.79129422727631	-1951.3826097136434	0.2581446553265095	0.043284726653757016	26.508132822743825	0.021564008635131186	116.0771544332488	0.27107246171424315	0.27803516087046826	0.17888535355837365	0.27200702385691516	
748000	-1848.6913920492805	-1945.6485477156937	96.95715566641329	-1945.6485477156937	0.41715573605838124	0.043284726653757016	26.508132822743825	0.046788565554127075	100.01762906165912	0.27107246171424315	0.28144241560408845	0.17888535355837365	0.268599769123295	
749000	-1839.6945944153167	-1947.514974277204	107.82037986188732	-1947.514974277204	0.270913781398542	0.043284726653757016	26.508132822743825	0.03797189274042192	110.6720606311422	0.27107246171424315	0.28144241560408845	0.17888535355837365	0.268599769123295	
750000	-1847.6521171401275	-1947.5355001207474	99.8833829806198	-1947.5355001207474	0.31738698909199975	0.043284726653757016	26.508132822743825	0.03912689583571896	102.76502763211234	0.27107246171424315	0.28144241560408845	0.17888535355837365	0.268599769123295	
751000	-1856.1106128387994	-1951.1899539563992	95.07934111759981	-1951.1899539563992	0.29407777657398027	0.05660446261097044	26.508132822743825	0.04094496307206501	98.01972420232873	0.3040631687834899	0.24845170853484172	0.17888535355837365	0.268599769123295	
752000	-1864.9563130289994	-1968.9981009658068	104.0417879368074	-1968.9981009658068	0.2402987024862778	0.05660446261097044	27.483322055165424	0.02791982914641374	106.68848352416592	0.3040631687834899	0.24845170853484172	0.17888535355837365	0.268599769123295	
753000	-1856.423775431038	-1959.7174458433456	103.29367041230762	-1959.7174458433456	0.26574945519698145	0.05660446261097044	27.483322055165424	0.04137305269046537	106.33365860889512	0.29562536095328945	0.25688951636504215	0.17888535355837365	0.268599769123295	
754000	-1849.8236936399578	-1951.8127739957224	101.98908035576457	-1951.8127739957224	0.24493062243751917	0.07820587037595032	27.483322055165424	0.03730288362547451	104.94711082506595	0.29562536095328945	0.25688951636504215	0.17888535355837365	0.268599769123295	
755000	-1834.9523345652985	-1943.0832834373841	108.13094887208561	-1943.0832834373841	0.20705619628049465	0.10402869705463696	19.052784257679047	0.032771213064631044	110.11939271670617	0.29562536095328945	0.2501056006776755	0.1856692692457403	0.268599769123295	
756000	-1843.814361806553	-1947.2494759019469	103.43511409539377	-1947.2494759019469	0.2127738965891862	0.07968033614703132	19.052784257679047	0.042412252010130706	105.65709638254525	0.29562536095328945	0.2501056006776755	0.1856692692457403	0.268599769123295	
757000	-1841.3842981215544	-1949.7476519834086	108.3633538618541	-1949.7476519834086	0.22000089654478722	0.07968033614703132	19.052784257679047	0.03961299016343584	110.5170559649053	0.2968311591566323	0.2501056006776755	0.1856692692457403	0.26739397091995215	
758000	-1852.2553135213252	-1952.6567514688484	100.40143794752328	-1952.6567514688484	0.21744749040000036	0.14871722815408406	19.052784257679047	0.048292158124029885	102.82228903347898	0.2968311591566323	0.2501056006776755	0.1856692692457403	0.26739397091995215	
759000	-1845.521347700128	-1948.842036595335	103.32068889520704	-1948.842036595335	0.21163053436183543	0.03384744660380387	19.052784257679047	0.034417345489965855	105.28796167647383	0.2968311591566323	0.2501056006776755	0.1856692692457403	0.26739397091995215	
760000	-1847.0699520827795	-1944.1541645920347	97.08421250925508	-1944.1541645920347	0.2532241854453303	0.03384744660380387	19.052784257679047	0.05249215182951428	99.4735882933253	0.2968311591566323	0.2501056006776755	0.1856692692457403	0.26739397091995215	
761000	-1833.493913013885	-1944.0961132885507	110.60220027466566	-1944.0961132885507	0.19619792410646864	0.03384744660380387	19.052784257679047	0.03953773571716473	112.70816793975169	0.2968311591566323	0.2501056006776755	0.1847769006046466	0.2682863395610458	
762000	-1841.6034552781477	-1951.2462407878986	109.64278550975078	-1951.2462407878986	0.17487652964786585	0.03384744660380387	19.052784257679047	0.03059906380173726	111.49246703813549	0.2968311591566323	0.2501056006776755	0.1847769006046466	0.2682863395610458	
763000	-1839.4042353743048	-1945.8191568961984	106.41492152189367	-1945.8191568961984	0.3049701811681207	0.03384744660380387	19.052784257679047	0.03216600537702099	108.31454379774073	0.2968311591566323	0.2501056006776755	0.1847769006046466	0.2682863395610458	
764000	-1846.8985335768593	-1952.8198513998714	105.92131782301203	-1952.8198513998714	0.20189352797222926	0.03503735353807416	19.052784257679047	0.044127669839633246	108.13830686425885	0.2968311591566323	0.2501056006776755	0.18456599446266378	0.26849724570302863	
765000	-1838.48194858088	-1942.7418894319026	104.2599408510225	-1942.7418894319026	0.19298706263248844	0.03503735353807416	19.052784257679047	0.0399131148844362	106.376547836299	0.2968311591566323	0.25452815695558706	0.18456599446266378	0.2640746894251171	
766000	-1845.6793525521525	-1947.489513362204	101.81016081005139	-1947.489513362204	0.20847857020610022	0.03503735353807416	19.052784257679047	0.043257828047926355	104.00724104392252	0.2968311591566323	0.25452815695558706	0.18456599446266378	0.2640746894251171	
767000	-1831.8874228308414	-1947.6598686001726	115.77244576933121	-1947.6598686001726	0.16566347095840792	0.03503735353807416	19.052784257679047	0.026382776268261996	117.47505917403096	0.2968311591566323	0.25452815695558706	0.18456599446266378	0.2640746894251171	
768000	-1839.0768685149783	-1944.5898018820255	105.51293336704735	-1944.5898018820255	0.21912509279704137	0.03503735353807416	15.68483949686624	0.038410395645558044	107.1663405629176	0.2968311591566323	0.25452815695558706	0.18456599446266378	0.2640746894251171	
769000	-1851.1270563320304	-1953.0709721339806	101.94391580195025	-1953.0709721339806	0.25993480339329417	0.0506148708083706	24.802593942862377	0.03711097946813717	104.61797207029508	0.2968311591566323	0.25452815695558706	0.18456599446266378	0.2640746894251171	
770000	-1851.5317593655438	-1949.2578491266372	97.72608976109333	-1949.2578491266372	0.2630047714284968	0.09967858069053669	14.992526808874658	0.04493193689302122	99.5058305208815	0.2968311591566323	0.27857030832383767	0.16052384309441314	0.2640746894251171	
771000	-1842.0559334308193	-1949.4156852775618	107.35975184674243	-1949.4156852775618	0.1990581431102574	0.09967858069053669	14.992526808874658	0.046346582935794446	109.17049134147803	0.2968311591566323	0.27857030832383767	0.16052384309441314	0.2640746894251171	
772000	-1867.6024815626668	-1960.803345604011	93.20086404134415	-1960.803345604011	0.25560172258507496	0.09967858069053669	14.992526808874658	0.059252406099482596	95.25726235831831	0.2968311591566323	0.27857030832383767	0.16052384309441314	0.2640746894251171	
773000	-1835.5066830181427	-1946.6379076870314	111.13122466888869	-1946.6379076870314	0.19914822788931238	0.04254209048727852	14.992526808874658	0.030720236109954953	112.47360170131579	0.2968311591566323	0.2542855083239445	0.16052384309441314	0.2883594894250103	
774000	-1836.7182793796871	-1945.27378156846	108.55550218877285	-1945.27378156846	0.20641494133512292	0.06462146065982434	14.992526808874658	0.036238112342103536	110.0851483893795	0.2968311591566323	0.2542855083239445	0.16052384309441314	0.2883594894250103	
775000	-1842.7351252122687	-1955.0102977315885	112.27517251931987	-1955.0102977315885	0.17752733675802432	0.06462146065982434	15.563569354831806	0.03126724998395236	113.7359579422045	0.29838558373302754	0.2542855083239445	0.16052384309441314	0.286805064848615	
776000	-1851.17274625999	-1949.1134223335512	97.94067607356125	-1949.1134223335512	0.21182140361936114	0.10192242839707194	15.563569354831806	0.05374336295198561	99.98041142023035	0.29838558373302754	0.2542855083239445	0.16052384309441314	0.286805064848615	
777000	-1842.206511575977	-1950.4090744507012	108.20256287472426	-1950.4090744507012	0.17806477228507445	0.10192242839707194	15.563569354831806	0.02882256553991772	109.61923664801041	0.3083023800354832	0.2542855083239445	0.16052384309441314	0.27688826854615933	
778000	-1849.6790071361952	-1954.0246322186083	104.34562508241312	-1954.0246322186083	0.19018440971459954	0.10192242839707194	11.625649219182021	0.038561690693902965	105.4631331361275	0.3083023800354832	0.2542855083239445	0.16052384309441314	0.27688826854615933	
779000	-1843.6697722974693	-1953.3286924261736	109.6589201287043	-1953.3286924261736	0.20006323598792503	0.10192242839707194	11.625649219182021	0.037619718702080564	110.75169721433589	0.3083023800354832	0.2542855083239445	0.16052384309441314	0.27688826854615933	
780000	-1834.6506146820395	-1951.3932309447746	116.74261626273504	-1951.3932309447746	0.13297717826058655	0.10192242839707194	11.625649219182021	0.02750657737150998	117.52229015509208	0.3083023800354832	0.2542855083239445	0.16052384309441314	0.27688826854615933	
781000	-1845.5149773343562	-1949.9760805368048	104.46110320244861	-1949.9760805368048	0.1808938021135823	0.1506521979510272	16.37842393415743	0.03584329798594563	106.25336038757455	0.3083023800354832	0.2542855083239445	0.16052384309441314	0.27688826854615933	
782000	-1853.6202919187338	-1956.9803396393281	103.36004772059427	-1956.9803396393281	0.19042775038159354	0.1506521979510272	16.37842393415743	0.04499101631052228	105.37961113444602	0.3083023800354832	0.2542855083239445	0.16052384309441314	0.27688826854615933	
783000	-1865.9710463319466	-1957.1486309904499	91.17758465850325	-1957.1486309904499	0.25954220837951214	0.1506521979510272	16.37842393415743	0.05388114814726329	93.37746590071443	0.2784043782254184	0.2542855083239445	0.19042184490447792	0.27688826854615933	
784000	-1850.956653421035	-1959.5005864321902	108.54393301115502	-1959.5005864321902	0.10989389377258922	0.1506521979510272	10.632295183685564	0.0369018694205328	109.49633832051688	0.27818715810332434	0.25450272844603855	0.19042184490447792	0.27688826854615933	
785000	-1848.1736431039176	-1960.2635404067848	112.08989730286731	-1960.2635404067848	0.1594847045114465	0.1506521979510272	10.632295183685564	0.030045640330857975	112.83675797061504	0.27818715810332434	0.25450272844603855	0.19042184490447792	0.27688826854615933	
786000	-1844.5301286535994	-1951.5001265018623	106.96999784826282	-1951.5001265018623	0.1659326587644023	0.1506521979510272	9.070907278206393	0.04083572230095005	107.734310138047	0.27818715810332434	0.25450272844603855	0.19042184490447792	0.27688826854615933	
787000	-1860.4450417491287	-1962.073602515401	101.62856076627244	-1962.073602515401	0.16943585525662813	0.1506521979510272	13.347950400525693	0.04109306947186491	103.13112152149603	0.27818715810332434	0.25450272844603855	0.19042184490447792	0.27688826854615933	
788000	-1863.056484010747	-1967.4408146653955	104.38433065464856	-1967.4408146653955	0.15166963171742065	0.13837932390485672	11.964703613371881	0.04897348691082703	105.8330634444954	0.27818715810332434	0.25450272844603855	0.1661996016914608	0.30111051175917647	
789000	-1854.3684541393202	-1957.723204692905	103.35475055358478	-1957.723204692905	0.21466767226185435	0.104326582969334	15.841332982275825	0.042367941699485094	105.19660668727093	0.27818715810332434	0.25450272844603855	0.1661996016914608	0.30111051175917647	
790000	-1848.9706218467547	-1956.6593391306012	107.68871728384656	-1956.6593391306012	0.20402795461165246	0.03624697708544269	15.841332982275825	0.03616374915568358	109.30415903993797	0.27818715810332434	0.25450272844603855	0.1661996016914608	0.30111051175917647	
791000	-1861.6114715207293	-1962.5533986614964	100.94192714076709	-1962.5533986614964	0.2535257250001714	0.03624697708544269	15.841332982275825	0.039284885239585	102.64015152970262	0.27818715810332434	0.25450272844603855	0.18728851441708438	0.2800215990335529	
792000	-1847.5977831112934	-1948.472493796166	100.87471068487253	-1948.472493796166	0.24411527535541885	0.0937742486546045	16.17925378212351	0.04386860759746401	102.78588193455235	0.2661355396463919	0.266554346902971	0.18728851441708438	0.2800215990335529	
793000	-1840.6123404268544	-1952.0678833930178	111.45554296616339	-1952.0678833930178	0.17080816940759966	0.0937742486546045	13.84617573884809	0.025627893417063355	112.50346677484073	0.2661355396463919	0.266554346902971	0.18728851441708438	0.2800215990335529	
794000	-1838.6659653909865	-1945.5619309940976	106.89596560311118	-1945.5619309940976	0.17657845660166355	0.10754328269754695	13.84617573884809	0.032359626589387847	108.19088865376936	0.2661355396463919	0.266554346902971	0.18728851441708438	0.2800215990335529	
795000	-1846.877567512102	-1954.3041144435056	107.42654693140372	-1954.3041144435056	0.15316347055223514	0.10754328269754695	13.84617573884809	0.03643640436310599	108.84012682392466	0.2536153477570859	0.266554346902971	0.19980870630639044	0.2800215990335529	
796000	-1837.4525039540683	-1944.1553270406248	106.70282308655656	-1944.1553270406248	0.24644887628098106	0.10754328269754695	13.84617573884809	0.04212546553013262	108.26148702412782	0.2921360589808784	0.266554346902971	0.16396428976987915	0.27734530434627164	
797000	-1848.559634864373	-1953.2115308672728	104.65189600289983	-1953.2115308672728	0.2217564021339814	0.10754328269754695	13.84617573884809	0.037340831551526385	106.08999490828968	0.2921360589808784	0.266554346902971	0.16396428976987915	0.27734530434627164	
798000	-1840.6872977468454	-1943.4551037817291	102.76780603488383	-1943.4551037817291	0.20479924331561564	0.10754328269754695	13.84617573884809	0.04402752764010656	104.37063259916198	0.2921360589808784	0.2688272749937875	0.16169136167906262	0.27734530434627164	
799000	-1827.106038592958	-1949.56194675914	122.45590816618218	-1949.56194675914	0.1883296748229182	0.10754328269754695	13.84617573884809	0.031057001532683124	123.70974393913741	0.2921360589808784	0.26203849155445064	0.1684801451183995	0.27734530434627164	
800000	-1834.9987374546752	-1948.3510789378704	113.3523414831953	-1948.3510789378704	0.16818193220172856	0.13436630822511073	13.84617573884809	0.031835433575530404	114.65775593935915	0.2921360589808784	0.26203849155445064	0.1684801451183995	0.27734530434627164	
801000	-1845.0037628880202	-1942.5423341221979	97.5385712341776	-1942.5423341221979	0.25951567058487823	0.11083295815776878	13.84617573884809	0.047729388342567285	99.22541972342563	0.2921360589808784	0.26203849155445064	0.1684801451183995	0.27734530434627164	
802000	-1842.9581814653443	-1941.3553003077477	98.39711884240351	-1941.3553003077477	0.2617347147310751	0.11083295815776878	19.53255192118915	0.03364471971004049	100.47473201642993	0.2921360589808784	0.2738960037287713	0.1684801451183995	0.26548779217195095	
803000	-1844.4784196392527	-1943.9704927623445	99.49207312309173	-1943.9704927623445	0.27081244766927215	0.11083295815776878	17.047643948593553	0.04775365903214223	101.61800142058073	0.2921360589808784	0.2738960037287713	0.1684801451183995	0.26548779217195095	
804000	-1839.7375133329863	-1944.9245447813269	105.18703144834066	-1944.9245447813269	0.19841587168389044	0.11083295815776878	14.089486271412218	0.04557239961641626	106.86330190612045	0.2921360589808784	0.2738960037287713	0.1684801451183995	0.26548779217195095	
